w  L  F   dF   ddF gamma1 gamma2
0.000000000000000000e+00  2.300000000000000000e+01  0.000000000000000000e+00  7.208899999999999864e+00  -6.500000000000000000e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
1.000000000000000021e-02  2.280000000000000071e+01  7.180000000000000271e-02  7.140500000000000291e+00  -7.178200000000000358e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
2.000000000000000042e-02  2.260000000000000142e+01  1.428000000000000103e-01  7.065400000000000347e+00  -7.841700000000000337e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
2.999999999999999889e-02  2.239999999999999858e+01  2.129999999999999949e-01  6.983699999999999797e+00  -8.488599999999999923e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
4.000000000000000083e-02  2.219999999999999929e+01  2.823999999999999844e-01  6.895699999999999719e+00  -9.117000000000000881e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
5.000000000000000278e-02  2.200000000000000000e+01  3.508999999999999897e-01  6.801400000000000112e+00  -9.725199999999999179e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
5.999999999999999778e-02  2.180000000000000071e+01  4.183999999999999941e-01  6.700400000000000134e+00  -1.062199999999999989e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
7.000000000000000666e-02  2.160000000000000142e+01  4.848999999999999977e-01  6.588499999999999801e+00  -1.173900000000000077e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
8.000000000000000167e-02  2.139999999999999858e+01  5.502000000000000224e-01  6.465799999999999770e+00  -1.279509999999999970e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
8.999999999999999667e-02  2.119999999999999929e+01  6.141999999999999682e-01  6.332900000000000418e+00  -1.378500000000000014e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.000000000000000056e-01  2.100000000000000000e+01  6.767999999999999572e-01  6.190299999999999692e+00  -1.470390000000000086e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.100000000000000006e-01  2.080000000000000071e+01  7.379999999999999893e-01  6.038999999999999702e+00  -1.554790000000000028e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.199999999999999956e-01  2.060000000000000142e+01  7.975999999999999757e-01  5.879699999999999704e+00  -1.631360000000000099e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.300000000000000044e-01  2.039999999999999858e+01  8.555000000000000382e-01  5.713000000000000078e+00  -1.699830000000000041e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.400000000000000133e-01  2.019999999999999929e+01  9.118000000000000549e-01  5.540000000000000036e+00  -1.760010000000000119e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.499999999999999944e-01  2.000000000000000000e+01  9.663000000000000478e-01  5.361299999999999955e+00  -1.811759999999999948e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.600000000000000033e-01  1.980000000000000071e+01  1.018999999999999906e+00  5.177900000000000169e+00  -1.855020000000000024e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.700000000000000122e-01  1.960000000000000142e+01  1.069900000000000073e+00  4.990599999999999703e+00  -1.889809999999999945e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.799999999999999933e-01  1.939999999999999858e+01  1.118800000000000017e+00  4.800200000000000244e+00  -1.916189999999999927e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
1.900000000000000022e-01  1.919999999999999929e+01  1.165899999999999936e+00  4.607599999999999696e+00  -1.934309999999999974e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.000000000000000111e-01  1.900000000000000000e+01  1.211000000000000076e+00  4.413599999999999746e+00  -1.944350000000000023e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.099999999999999922e-01  1.880000000000000071e+01  1.254099999999999993e+00  4.219000000000000306e+00  -1.946569999999999823e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.200000000000000011e-01  1.860000000000000142e+01  1.295299999999999896e+00  4.024600000000000399e+00  -1.941270000000000095e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.300000000000000100e-01  1.839999999999999858e+01  1.334600000000000009e+00  3.830999999999999961e+00  -1.928800000000000026e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.399999999999999911e-01  1.819999999999999929e+01  1.372000000000000108e+00  3.638999999999999790e+00  -1.909530000000000172e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.500000000000000000e-01  1.800000000000000000e+01  1.407399999999999984e+00  3.449300000000000033e+00  -1.883909999999999840e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.600000000000000089e-01  1.780000000000000071e+01  1.441000000000000059e+00  3.262399999999999967e+00  -1.852370000000000161e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.700000000000000178e-01  1.760000000000000142e+01  1.472699999999999898e+00  3.079000000000000181e+00  -1.815399999999999991e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.800000000000000266e-01  1.739999999999999858e+01  1.502599999999999936e+00  2.899500000000000188e+00  -1.773479999999999990e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.899999999999999800e-01  1.719999999999999929e+01  1.530699999999999950e+00  2.724499999999999922e+00  -1.727120000000000033e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
2.999999999999999889e-01  1.700000000000000000e+01  1.557099999999999929e+00  2.554199999999999804e+00  -1.676829999999999998e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.099999999999999978e-01  1.680000000000000071e+01  1.581800000000000095e+00  2.389200000000000212e+00  -1.623130000000000095e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.200000000000000067e-01  1.660000000000000142e+01  1.604899999999999993e+00  2.229699999999999793e+00  -1.566520000000000046e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.300000000000000155e-01  1.639999999999999858e+01  1.626400000000000068e+00  2.076000000000000068e+00  -1.507510000000000083e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.400000000000000244e-01  1.619999999999999929e+01  1.646400000000000086e+00  1.928299999999999903e+00  -1.446579999999999977e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.499999999999999778e-01  1.600000000000000000e+01  1.665000000000000036e+00  1.786699999999999955e+00  -1.384200000000000053e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.599999999999999867e-01  1.580000000000000071e+01  1.682199999999999918e+00  1.651499999999999968e+00  -1.320829999999999949e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.699999999999999956e-01  1.559999999999999964e+01  1.697999999999999954e+00  1.522599999999999953e+00  -1.256900000000000084e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.800000000000000044e-01  1.540000000000000036e+01  1.712599999999999900e+00  1.400099999999999900e+00  -1.192800000000000082e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
3.900000000000000133e-01  1.519999999999999929e+01  1.725999999999999979e+00  1.284000000000000030e+00  -1.128919999999999924e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
4.000000000000000222e-01  1.500000000000000000e+01  1.738299999999999956e+00  1.174299999999999899e+00  -1.065590000000000082e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
4.099999999999999756e-01  1.480000000000000071e+01  1.749600000000000044e+00  1.070899999999999963e+00  -1.003139999999999965e+01  -3.333299999999999930e+00  -1.000000000000000000e+01
4.199999999999999845e-01  1.459999999999999964e+01  1.759800000000000031e+00  9.721999999999999531e-01  -9.703599999999999781e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
4.299999999999999933e-01  1.440000000000000036e+01  1.768999999999999906e+00  8.768000000000000238e-01  -9.385699999999999932e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
4.400000000000000022e-01  1.419999999999999929e+01  1.777300000000000102e+00  7.844999999999999751e-01  -9.063399999999999679e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
4.500000000000000111e-01  1.400000000000000000e+01  1.784699999999999953e+00  6.955000000000000071e-01  -8.737600000000000477e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
4.600000000000000200e-01  1.380000000000000071e+01  1.791199999999999903e+00  6.098000000000000087e-01  -8.409499999999999531e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
4.699999999999999734e-01  1.359999999999999964e+01  1.796899999999999942e+00  5.273999999999999799e-01  -8.080099999999999838e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
4.799999999999999822e-01  1.340000000000000036e+01  1.801800000000000068e+00  4.481999999999999873e-01  -7.750499999999999723e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
4.899999999999999911e-01  1.319999999999999929e+01  1.805900000000000061e+00  3.723000000000000198e-01  -7.421499999999999986e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
5.000000000000000000e-01  1.300000000000000000e+01  1.809199999999999919e+00  2.998000000000000109e-01  -7.094199999999999839e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
5.100000000000000089e-01  1.280000000000000071e+01  1.811900000000000066e+00  2.305000000000000104e-01  -6.769300000000000317e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
5.200000000000000178e-01  1.259999999999999964e+01  1.813900000000000068e+00  1.643999999999999906e-01  -6.447799999999999976e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
5.300000000000000266e-01  1.240000000000000036e+01  1.815199999999999925e+00  1.015000000000000069e-01  -6.130300000000000082e+00  -3.333299999999999930e+00  -1.000000000000000000e+01
