S V(S) theta
2.276326492577520177e+00 1.177189592534038237e-01 1.428571428571428492e-01
2.278201604498555355e+00 1.175398442393122411e-01 1.428571428571428492e-01
2.280075405195165050e+00 1.173610924926616061e-01 1.428571428571428492e-01
2.281947894665348198e+00 1.171827035991419574e-01 1.428571428571428492e-01
2.283819072907101955e+00 1.170046771470521357e-01 1.428571428571428492e-01
2.285688939924787277e+00 1.168270127253123319e-01 1.428571428571428492e-01
2.287557495794288354e+00 1.166497099013976552e-01 1.428571428571428492e-01
2.289424740636096356e+00 1.164727682294461469e-01 1.428571428571428492e-01
2.291290674571347274e+00 1.162961872660371043e-01 1.428571428571428492e-01
2.293155297721177543e+00 1.161199665704682055e-01 1.428571428571428492e-01
2.295018610206724929e+00 1.159441057047415485e-01 1.428571428571428492e-01
2.296880612149125866e+00 1.157686042335501486e-01 1.428571428571428492e-01
2.298741303669515901e+00 1.155934617242645179e-01 1.428571428571428492e-01
2.300600684889032799e+00 1.154186777469187325e-01 1.428571428571428492e-01
2.302458755928812550e+00 1.152442518741974703e-01 1.428571428571428492e-01
2.304315516915966811e+00 1.150701836795122446e-01 1.428571428571428492e-01
2.306170968045607506e+00 1.148964727153468784e-01 1.428571428571428492e-01
2.308025109555601695e+00 1.147231185210617344e-01 1.428571428571428492e-01
2.309877941684446601e+00 1.145501206384890169e-01 1.428571428571428492e-01
2.311729464670639445e+00 1.143774786122126463e-01 1.428571428571428492e-01
2.313579678752677449e+00 1.142051919895543804e-01 1.428571428571428492e-01
2.315428584169058279e+00 1.140332603205598816e-01 1.428571428571428492e-01
2.317276181158279158e+00 1.138616831579849081e-01 1.428571428571428492e-01
2.319122469958837751e+00 1.136904600572817559e-01 1.428571428571428492e-01
2.320967450809230836e+00 1.135195905765855329e-01 1.428571428571428492e-01
2.322811123953555601e+00 1.133490742748566454e-01 1.428571428571428492e-01
2.324653489700409636e+00 1.131789106906778281e-01 1.428571428571428492e-01
2.326494548399266726e+00 1.130090993497436386e-01 1.428571428571428492e-01
2.328334300400213941e+00 1.128396397802424456e-01 1.428571428571428492e-01
2.330172746053339239e+00 1.126705315131387580e-01 1.428571428571428492e-01
2.332009885708729691e+00 1.125017740821589313e-01 1.428571428571428492e-01
2.333845719716473255e+00 1.123333670237774973e-01 1.428571428571428492e-01
2.335680248426657890e+00 1.121653098772028567e-01 1.428571428571428492e-01
2.337513472189370667e+00 1.119976021843637898e-01 1.428571428571428492e-01
2.339345391354699988e+00 1.118302434898954395e-01 1.428571428571428492e-01
2.341176006277967847e+00 1.116632333393500626e-01 1.428571428571428492e-01
2.343005317375533636e+00 1.114965712584804064e-01 1.428571428571428492e-01
2.344833325102730903e+00 1.113302567604071147e-01 1.428571428571428492e-01
2.346660029915490053e+00 1.111642893607585336e-01 1.428571428571428492e-01
2.348485432269741491e+00 1.109986685779549564e-01 1.428571428571428492e-01
2.350309532621414288e+00 1.108333939331945656e-01 1.428571428571428492e-01
2.352132331426440182e+00 1.106684649504390966e-01 1.428571428571428492e-01
2.353953829140749576e+00 1.105038811563999607e-01 1.428571428571428492e-01
2.355774026220271100e+00 1.103396420805245054e-01 1.428571428571428492e-01
2.357592923120936046e+00 1.101757472549817624e-01 1.428571428571428492e-01
2.359410520303558023e+00 1.100121962129428227e-01 1.428571428571428492e-01
2.361226818286561890e+00 1.098489884683825496e-01 1.428571428571428492e-01
2.363041817625437080e+00 1.096861235229183995e-01 1.428571428571428492e-01
2.364855518876245455e+00 1.095236008806824285e-01 1.428571428571428492e-01
2.366667922595050211e+00 1.093614200486066335e-01 1.428571428571428492e-01
2.368479029337914987e+00 1.091995805364086997e-01 1.428571428571428492e-01
2.370288839660902092e+00 1.090380818565780813e-01 1.428571428571428492e-01
2.372097354120075163e+00 1.088769235243617073e-01 1.428571428571428492e-01
2.373904573271496510e+00 1.087161050577501176e-01 1.428571428571428492e-01
2.375710497671229326e+00 1.085556259774636545e-01 1.428571428571428492e-01
2.377515127879882506e+00 1.083954858053029352e-01 1.428571428571428492e-01
2.379318464512302000e+00 1.082356840444965024e-01 1.428571428571428492e-01
2.381120508218472320e+00 1.080762201862083272e-01 1.428571428571428492e-01
2.382921259648933088e+00 1.079170937241166611e-01 1.428571428571428492e-01
2.384720719454222149e+00 1.077583041547007237e-01 1.428571428571428492e-01
2.386518888284878237e+00 1.075998509772261996e-01 1.428571428571428492e-01
2.388315766791439643e+00 1.074417336937310008e-01 1.428571428571428492e-01
2.390111355624445100e+00 1.072839518090115130e-01 1.428571428571428492e-01
2.391905655434432010e+00 1.071265048306085238e-01 1.428571428571428492e-01
2.393698666871940439e+00 1.069693922687932341e-01 1.428571428571428492e-01
2.395490390591727081e+00 1.068126136349892702e-01 1.428571428571428492e-01
2.397280827299472339e+00 1.066561684226898093e-01 1.428571428571428492e-01
2.399069977734069159e+00 1.065000561136322244e-01 1.428571428571428492e-01
2.400857842634940287e+00 1.063442761920624230e-01 1.428571428571428492e-01
2.402644422741507579e+00 1.061888281450210775e-01 1.428571428571428492e-01
2.404429718793193782e+00 1.060337114623292332e-01 1.428571428571428492e-01
2.406213731529419420e+00 1.058789256365747639e-01 1.428571428571428492e-01
2.407996461689607237e+00 1.057244701630978417e-01 1.428571428571428492e-01
2.409777910013178648e+00 1.055703445399773233e-01 1.428571428571428492e-01
2.411558077239556841e+00 1.054165482680169269e-01 1.428571428571428492e-01
2.413336964112070326e+00 1.228069276574445812e-01 1.666666666666666574e-01
2.415114571421718814e+00 1.226282653964530789e-01 1.666666666666666574e-01
2.416890899990792541e+00 1.224499855819128763e-01 1.666666666666666574e-01
2.418665950642083562e+00 1.222720876022712899e-01 1.666666666666666574e-01
2.420439724198383491e+00 1.220945708492220255e-01 1.666666666666666574e-01
2.422212221482484829e+00 1.219174347176886358e-01 1.666666666666666574e-01
2.423983443317178743e+00 1.217406786058083390e-01 1.666666666666666574e-01
2.425753390525256847e+00 1.215643019149158371e-01 1.666666666666666574e-01
2.427522063929511642e+00 1.213883040495271626e-01 1.666666666666666574e-01
2.429289464352735628e+00 1.212126844173235657e-01 1.666666666666666574e-01
2.431055592621328199e+00 1.210374424274767158e-01 1.666666666666666574e-01
2.432820449606181601e+00 1.208625774697826560e-01 1.666666666666666574e-01
2.434584036207558810e+00 1.206880889210936864e-01 1.666666666666666574e-01
2.436346353326197978e+00 1.205139761611555560e-01 1.666666666666666574e-01
2.438107401862837254e+00 1.203402385729395035e-01 1.666666666666666574e-01
2.439867182718214345e+00 1.201668755426261448e-01 1.666666666666666574e-01
2.441625696793068290e+00 1.199938864595891941e-01 1.666666666666666574e-01
2.443382944988135907e+00 1.198212707163796575e-01 1.666666666666666574e-01
2.445138928204156237e+00 1.196490277087094573e-01 1.666666666666666574e-01
2.446893647341866984e+00 1.194771568354360547e-01 1.666666666666666574e-01
2.448647103305329864e+00 1.193056574969694472e-01 1.666666666666666574e-01
2.450399297039993929e+00 1.191345290751314456e-01 1.666666666666666574e-01
2.452150229518774260e+00 1.189637709392076387e-01 1.666666666666666574e-01
2.453899901715033582e+00 1.187933824613519734e-01 1.666666666666666574e-01
2.455648314602131066e+00 1.186233630169173936e-01 1.666666666666666574e-01
2.457395469153429435e+00 1.184537119844394221e-01 1.666666666666666574e-01
2.459141366342288304e+00 1.182844287456203958e-01 1.666666666666666574e-01
2.460886007142069509e+00 1.181155126853135617e-01 1.666666666666666574e-01
2.462629392526134442e+00 1.179469631915071870e-01 1.666666666666666574e-01
2.464371523467843161e+00 1.177787796553091820e-01 1.666666666666666574e-01
2.466112400943610172e+00 1.176109614694355737e-01 1.666666666666666574e-01
2.467852025968213070e+00 1.174435080088076094e-01 1.666666666666666574e-01
2.469590399582009876e+00 1.172764186362297706e-01 1.666666666666666574e-01
2.471327522825772061e+00 1.171096927173455315e-01 1.666666666666666574e-01
2.473063396740270203e+00 1.169433296209650003e-01 1.666666666666666574e-01
2.474798022366276662e+00 1.167773287190488618e-01 1.666666666666666574e-01
2.476531400744562461e+00 1.166116893866927240e-01 1.666666666666666574e-01
2.478263532915899070e+00 1.164464110021116022e-01 1.666666666666666574e-01
2.479994419921057958e+00 1.162814929466241820e-01 1.666666666666666574e-01
2.481724062800810149e+00 1.161169346046375256e-01 1.666666666666666574e-01
2.483452462605947098e+00 1.159527353578637537e-01 1.666666666666666574e-01
2.485179620437398818e+00 1.157888945621560056e-01 1.666666666666666574e-01
2.486905537379588083e+00 1.156254115858828813e-01 1.666666666666666574e-01
2.488630214516849293e+00 1.154622858004990121e-01 1.666666666666666574e-01
2.490353652941477147e+00 1.152995165758281260e-01 1.666666666666666574e-01
2.492075945439744533e+00 1.151581531398539193e-01 1.666666666666666574e-01
2.493797494204079257e+00 1.150320744847211918e-01 1.666666666666666574e-01
2.495518345487679923e+00 1.149061353442966671e-01 1.666666666666666574e-01
2.497238498300251575e+00 1.147803358212207969e-01 1.666666666666666574e-01
2.498957951651498810e+00 1.146546760178860092e-01 1.666666666666666574e-01
2.500676704545778950e+00 1.145291560373199041e-01 1.666666666666666574e-01
2.502394755990075215e+00 1.144037759819362954e-01 1.666666666666666574e-01
2.504112105040153136e+00 1.142785359459690536e-01 1.666666666666666574e-01
2.505828750756065926e+00 1.141534360227399458e-01 1.666666666666666574e-01
2.507544692197871239e+00 1.140284763053630718e-01 1.666666666666666574e-01
2.509259928425623620e+00 1.139036568867467375e-01 1.666666666666666574e-01
2.510974458499378059e+00 1.137789778595946766e-01 1.666666666666666574e-01
2.512688281479190433e+00 1.136544393164075767e-01 1.666666666666666574e-01
2.514401396425116619e+00 1.135300413494846200e-01 1.666666666666666574e-01
2.516113802397210719e+00 1.134057840509249404e-01 1.666666666666666574e-01
2.517825498457789024e+00 1.132816675122947786e-01 1.666666666666666574e-01
2.519536483704428953e+00 1.131576918192618575e-01 1.666666666666666574e-01
2.521246757262569194e+00 1.130338570525469682e-01 1.666666666666666574e-01
2.522956318258407826e+00 1.129101632925711002e-01 1.666666666666666574e-01
2.524665165818140711e+00 1.127866106196050294e-01 1.666666666666666574e-01
2.526373299067965039e+00 1.126631991137701794e-01 1.666666666666666574e-01
2.528080717134076671e+00 1.125399288550400501e-01 1.666666666666666574e-01
2.529787419142672356e+00 1.124167999232413978e-01 1.666666666666666574e-01
2.531493404219949284e+00 1.122938123980553177e-01 1.666666666666666574e-01
2.533198671492103760e+00 1.121709663590186590e-01 1.666666666666666574e-01
2.534903220087502795e+00 1.120482618851925405e-01 1.666666666666666574e-01
2.536607049168967176e+00 1.119256990497470156e-01 1.666666666666666574e-01
2.538310157926838340e+00 1.118032779208775751e-01 1.666666666666666574e-01
2.540012545552222001e+00 1.116809985665290772e-01 1.666666666666666574e-01
2.541714211236225207e+00 1.115588610545497211e-01 1.666666666666666574e-01
2.543415154169953674e+00 1.114368654526923935e-01 1.666666666666666574e-01
2.545115373544513115e+00 1.113150118286153484e-01 1.666666666666666574e-01
2.546814868551010580e+00 1.111933002498831785e-01 1.666666666666666574e-01
2.548513638380551782e+00 1.110717307839679951e-01 1.666666666666666574e-01
2.550211682224242882e+00 1.109503034982501080e-01 1.666666666666666574e-01
2.551908999275273704e+00 1.108290184596893574e-01 1.666666666666666574e-01
2.553605588760457845e+00 1.107078757293725735e-01 1.666666666666666574e-01
2.555301449933765845e+00 1.105868753633904300e-01 1.666666666666666574e-01
2.556996582049937849e+00 1.104660174176290283e-01 1.666666666666666574e-01
2.558690984363715781e+00 1.103453019479288116e-01 1.666666666666666574e-01
2.560384656129839787e+00 1.102247290100855509e-01 1.666666666666666574e-01
2.562077596603052232e+00 1.101042986598507606e-01 1.666666666666666574e-01
2.563769805038094152e+00 1.099840109529326704e-01 1.666666666666666574e-01
2.565461280689706580e+00 1.098638659449968497e-01 1.666666666666666574e-01
2.567152022812630552e+00 1.097438636916669430e-01 1.666666666666666574e-01
2.568842030663602838e+00 1.096240042481991667e-01 1.666666666666666574e-01
2.570531303532145095e+00 1.095042876640046486e-01 1.666666666666666574e-01
2.572219840734540686e+00 1.093847139834831506e-01 1.666666666666666574e-01
2.573907641587850570e+00 1.092652832508729244e-01 1.666666666666666574e-01
2.575594705409138374e+00 1.091459955104146368e-01 1.666666666666666574e-01
2.577281031515465060e+00 1.090268508063519798e-01 1.666666666666666574e-01
2.578966619223892032e+00 1.089078491829321427e-01 1.666666666666666574e-01
2.580651467851481584e+00 1.087889906844062143e-01 1.666666666666666574e-01
2.582335576715296011e+00 1.086702753550297246e-01 1.666666666666666574e-01
2.584018945132396716e+00 1.085517032390632408e-01 1.666666666666666574e-01
2.585701572421756467e+00 1.084332743804509724e-01 1.666666666666666574e-01
2.587383457934275821e+00 1.083149888173293302e-01 1.666666666666666574e-01
2.589064601047202263e+00 1.081968465828142545e-01 1.666666666666666574e-01
2.590745001138568870e+00 1.080788477099005190e-01 1.666666666666666574e-01
2.592424657586406056e+00 1.079609922316306370e-01 1.666666666666666574e-01
2.594103569768747342e+00 1.078432801810949443e-01 1.666666666666666574e-01
2.595781737063624472e+00 1.077257115914320718e-01 1.666666666666666574e-01
2.597459158849069194e+00 1.076082864958291530e-01 1.666666666666666574e-01
2.599135834503113696e+00 1.074910049275221297e-01 1.666666666666666574e-01
2.600811763403789278e+00 1.073738669197960016e-01 1.666666666666666574e-01
2.602486944930955559e+00 1.072568725056684547e-01 1.666666666666666574e-01
2.604161378495531309e+00 1.071400217123957971e-01 1.666666666666666574e-01
2.605835063534347462e+00 1.070233145622105225e-01 1.666666666666666574e-01
2.607507999485021433e+00 1.069067510772619412e-01 1.666666666666666574e-01
2.609180185785173300e+00 1.067903312797892496e-01 1.666666666666666574e-01
2.610851621872419592e+00 1.066740551921220304e-01 1.666666666666666574e-01
2.612522307184380832e+00 1.065579228366799885e-01 1.666666666666666574e-01
2.614192241158674879e+00 1.064419342359732706e-01 1.666666666666666574e-01
2.615861423232918703e+00 1.063260894126024786e-01 1.666666666666666574e-01
2.617529852844733274e+00 1.062103883892586281e-01 1.666666666666666574e-01
2.619197529433479499e+00 1.060948311884125916e-01 1.666666666666666574e-01
2.620864452468705252e+00 1.059794178268284315e-01 1.666666666666666574e-01
2.622530621445410048e+00 1.058641483162491848e-01 1.666666666666666574e-01
2.624196035859385656e+00 1.057490226683699269e-01 1.666666666666666574e-01
2.625860695206423845e+00 1.056340408950155740e-01 1.666666666666666574e-01
2.627524598982316384e+00 1.055192030081408272e-01 1.666666666666666574e-01
2.629187746682854154e+00 1.054045090198300477e-01 1.666666666666666574e-01
2.630850137803829369e+00 1.052899589422972432e-01 1.666666666666666574e-01
2.632511771841033354e+00 1.051755527878858176e-01 1.666666666666666574e-01
2.634172648290257879e+00 1.050612905690686549e-01 1.666666666666666574e-01
2.635832766648958270e+00 1.049471722981433486e-01 1.666666666666666574e-01
2.637492126443889084e+00 1.048331979817633958e-01 1.666666666666666574e-01
2.639150727226782234e+00 1.047193676215696923e-01 1.666666666666666574e-01
2.640808568550160995e+00 1.046056812191881458e-01 1.666666666666666574e-01
2.642465649966551755e+00 1.044921387764116000e-01 1.666666666666666574e-01
2.644121971028478679e+00 1.043787402951999177e-01 1.666666666666666574e-01
2.645777531288465934e+00 1.042654857776793842e-01 1.666666666666666574e-01
2.647432330299039016e+00 1.041523752261425823e-01 1.666666666666666574e-01
2.649086367612721205e+00 1.040394086430482812e-01 1.666666666666666574e-01
2.650739642782038885e+00 1.039265860310207290e-01 1.666666666666666574e-01
2.652392155361099846e+00 1.038139073925522099e-01 1.666666666666666574e-01
2.654043904932425590e+00 1.037013727245606753e-01 1.666666666666666574e-01
2.655694891103014488e+00 1.035889820189659916e-01 1.666666666666666574e-01
2.657345113480661603e+00 1.034767352677033181e-01 1.666666666666666574e-01
2.658994571673162000e+00 1.033646324629096946e-01 1.666666666666666574e-01
2.660643265288308523e+00 1.032526735969237081e-01 1.666666666666666574e-01
2.662291193933897127e+00 1.031408586622847984e-01 1.666666666666666574e-01
2.663938357217720654e+00 1.030291876517330507e-01 1.666666666666666574e-01
2.665584754747574614e+00 1.029176605582086124e-01 1.666666666666666574e-01
2.667230386131253184e+00 1.028062773748513736e-01 1.666666666666666574e-01
2.668875250978057334e+00 1.026950380947101171e-01 1.666666666666666574e-01
2.670519348924808245e+00 1.025839427053362174e-01 1.666666666666666574e-01
2.672162679632291038e+00 1.024729911893027812e-01 1.666666666666666574e-01
2.673805242762086198e+00 1.023621835292266441e-01 1.666666666666666574e-01
2.675447037975774656e+00 1.022515197079588434e-01 1.666666666666666574e-01
2.677088064934935119e+00 1.021409997085842292e-01 1.666666666666666574e-01
2.678728323301149850e+00 1.020306235144204654e-01 1.666666666666666574e-01
2.680367812735998001e+00 1.019203911090179049e-01 1.666666666666666574e-01
2.682006532901060503e+00 1.018103024761586733e-01 1.666666666666666574e-01
2.683644483457916508e+00 1.017003575998563364e-01 1.666666666666666574e-01
2.685281664069580909e+00 1.015905564640722097e-01 1.666666666666666574e-01
2.686918074425687752e+00 1.014808990473539119e-01 1.666666666666666574e-01
2.688553714239310555e+00 1.013713853232957318e-01 1.666666666666666574e-01
2.690188583224313756e+00 1.012620152655621247e-01 1.666666666666666574e-01
2.691822681094563574e+00 1.011527888480817650e-01 1.666666666666666574e-01
2.693456007563924448e+00 1.010437060450470603e-01 1.666666666666666574e-01
2.695088562346261707e+00 1.009347668309131252e-01 1.666666666666666574e-01
2.696720345155441123e+00 1.008259711803972808e-01 1.666666666666666574e-01
2.698351355705328025e+00 1.007173190684782643e-01 1.666666666666666574e-01
2.699981593709787742e+00 1.006088104703955072e-01 1.666666666666666574e-01
2.701611058884044514e+00 1.005004453613735638e-01 1.666666666666666574e-01
2.703239750969052224e+00 1.003922237113123450e-01 1.666666666666666574e-01
2.704867669728654889e+00 1.002841454851891162e-01 1.666666666666666574e-01
2.706494814927487447e+00 1.001762106480756087e-01 1.666666666666666574e-01
2.708121186330185282e+00 1.000684191653355426e-01 1.666666666666666574e-01
2.709746783701382000e+00 9.996077100262415471e-02 1.666666666666666574e-01
2.711371606805714762e+00 9.985326612588692197e-02 1.666666666666666574e-01
2.712995655407817175e+00 9.974590450135921438e-02 1.666666666666666574e-01
2.714618929272324621e+00 9.963868609556494893e-02 1.666666666666666574e-01
2.716241428163871596e+00 9.953161087531614548e-02 1.666666666666666574e-01
2.717863151848382675e+00 9.942467880744512709e-02 1.666666666666666574e-01
2.719484100116615899e+00 9.931788985355431698e-02 1.666666666666666574e-01
2.721104272781662559e+00 9.921124397035921416e-02 1.666666666666666574e-01
2.722723669657399981e+00 9.910474111469212699e-02 1.666666666666666574e-01
2.724342290557706825e+00 9.899838124370315129e-02 1.666666666666666574e-01
2.725960135296460418e+00 9.889216431485944869e-02 1.666666666666666574e-01
2.727577203687539420e+00 9.878609028594409480e-02 1.666666666666666574e-01
2.729193495544822046e+00 9.868015911505517712e-02 1.666666666666666574e-01
2.730809010682185178e+00 9.857437076060492076e-02 1.666666666666666574e-01
2.732423748913507477e+00 9.846872518131859209e-02 1.666666666666666574e-01
2.734037710053886627e+00 9.836322233597528941e-02 1.666666666666666574e-01
2.735650893942366491e+00 9.825786217822378432e-02 1.666666666666666574e-01
2.737263300439749081e+00 9.815264465686689144e-02 1.666666666666666574e-01
2.738874929407620229e+00 9.804756972084456568e-02 1.666666666666666574e-01
2.740485780707566210e+00 9.794263731943841922e-02 1.666666666666666574e-01
2.742095854201172411e+00 9.783784740227056964e-02 1.666666666666666574e-01
2.743705149750024663e+00 9.773319991930264072e-02 1.666666666666666574e-01
2.745313667215708797e+00 9.762869482083466610e-02 1.666666666666666574e-01
2.746921406459809756e+00 9.752433205750409007e-02 1.666666666666666574e-01
2.748528367343913814e+00 9.742011158028451856e-02 1.666666666666666574e-01
2.750134549730760991e+00 9.731603334023501695e-02 1.666666666666666574e-01
2.751739953506148417e+00 9.721209728338869871e-02 1.666666666666666574e-01
2.753344578577052282e+00 9.710830335097803134e-02 1.666666666666666574e-01
2.754948424851224598e+00 9.700465148439164909e-02 1.666666666666666574e-01
2.756551492236418266e+00 9.690114162538154829e-02 1.666666666666666574e-01
2.758153780640385300e+00 9.679777371606185232e-02 1.666666666666666574e-01
2.759755289970877268e+00 9.669454769890781232e-02 1.666666666666666574e-01
2.761356020135647960e+00 9.659146351675450271e-02 1.666666666666666574e-01
2.762955971042448500e+00 9.648852111279573873e-02 1.666666666666666574e-01
2.764555142599032234e+00 9.638572043058288297e-02 1.666666666666666574e-01
2.766153534714239637e+00 9.628306141378259464e-02 1.666666666666666574e-01
2.767751147319092109e+00 9.618054400114368907e-02 1.666666666666666574e-01
2.769347980365195028e+00 9.607816812666483686e-02 1.666666666666666574e-01
2.770944033804922491e+00 9.597593372451793114e-02 1.666666666666666574e-01
2.772539307590649926e+00 9.587384072925801692e-02 1.666666666666666574e-01
2.774133801674751432e+00 9.577188907582230570e-02 1.666666666666666574e-01
2.775727516009600659e+00 9.567007869952864896e-02 1.666666666666666574e-01
2.777320450547573927e+00 9.556840953607444178e-02 1.666666666666666574e-01
2.778912605241044886e+00 9.546688152153537388e-02 1.666666666666666574e-01
2.780503980042388523e+00 9.536549459236404180e-02 1.666666666666666574e-01
2.782094574905006112e+00 1.143170984221877767e-01 2.000000000000000111e-01
2.783684389803608106e+00 1.141957724780433142e-01 2.000000000000000111e-01
2.785273424732882752e+00 1.140746155909173193e-01 2.000000000000000111e-01
2.786861679688285243e+00 1.139536276735498704e-01 2.000000000000000111e-01
2.788449154665264107e+00 1.138328086391630911e-01 2.000000000000000111e-01
2.790035849659273648e+00 1.137121584014587627e-01 2.000000000000000111e-01
2.791621764665764616e+00 1.135916768746173672e-01 2.000000000000000111e-01
2.793206899680190425e+00 1.134713639732960883e-01 2.000000000000000111e-01
2.794791254698002714e+00 1.133512196126273547e-01 2.000000000000000111e-01
2.796374829714652677e+00 1.132312437082173967e-01 2.000000000000000111e-01
2.797957624726559622e+00 1.131114361758759623e-01 2.000000000000000111e-01
2.799539639750587394e+00 1.129917969257839966e-01 2.000000000000000111e-01
2.801120874822970563e+00 1.128723258625589643e-01 2.000000000000000111e-01
2.802701329980695100e+00 1.127530228910617605e-01 2.000000000000000111e-01
2.804281005260746973e+00 1.126338879166546847e-01 2.000000000000000111e-01
2.805859900700113041e+00 1.125149208451996785e-01 2.000000000000000111e-01
2.807438016335778830e+00 1.123961215830565352e-01 2.000000000000000111e-01
2.809015352204732530e+00 1.122774900370812901e-01 2.000000000000000111e-01
2.810591908343957890e+00 1.121590261146247353e-01 2.000000000000000111e-01
2.812167684790443989e+00 1.120407297235303246e-01 2.000000000000000111e-01
2.813742681582084959e+00 1.119226007718750610e-01 2.000000000000000111e-01
2.815316898776368149e+00 1.118046391622485175e-01 2.000000000000000111e-01
2.816890336449533905e+00 1.116868447917526985e-01 2.000000000000000111e-01
2.818462994678563760e+00 1.115692175577484152e-01 2.000000000000000111e-01
2.820034873540439246e+00 1.114517573581155496e-01 2.000000000000000111e-01
2.821605973112143673e+00 1.113344640912511396e-01 2.000000000000000111e-01
2.823176293470657239e+00 1.112173376560679217e-01 2.000000000000000111e-01
2.824745834692963697e+00 1.111003779519920964e-01 2.000000000000000111e-01
2.826314596856043249e+00 1.109835848789621909e-01 2.000000000000000111e-01
2.827882580036879201e+00 1.108669583374266715e-01 2.000000000000000111e-01
2.829449784313307070e+00 1.107504982280953093e-01 2.000000000000000111e-01
2.831016209781911375e+00 1.106342044463349411e-01 2.000000000000000111e-01
2.832581856557407018e+00 1.105180768821053955e-01 2.000000000000000111e-01
2.834146724755240321e+00 1.104021154256389498e-01 2.000000000000000111e-01
2.835710814490855380e+00 1.102863199677029393e-01 2.000000000000000111e-01
2.837274125879697628e+00 1.101706903995976899e-01 2.000000000000000111e-01
2.838836659037212495e+00 1.100552266131547274e-01 2.000000000000000111e-01
2.840398414078845857e+00 1.099399285007349458e-01 2.000000000000000111e-01
2.841959391120040923e+00 1.098247959552269837e-01 2.000000000000000111e-01
2.843519590276245790e+00 1.097098288700449481e-01 2.000000000000000111e-01
2.845079011663705693e+00 1.095950271388901470e-01 2.000000000000000111e-01
2.846637655416584423e+00 1.094803906502679475e-01 2.000000000000000111e-01
2.848195521686549991e+00 1.093659192873615987e-01 2.000000000000000111e-01
2.849752610625988059e+00 1.092516129336392194e-01 2.000000000000000111e-01
2.851308922387282507e+00 1.091374714731179890e-01 2.000000000000000111e-01
2.852864457122819886e+00 1.090234947903620383e-01 2.000000000000000111e-01
2.854419214984984077e+00 1.089096827704808118e-01 2.000000000000000111e-01
2.855973196126161184e+00 1.087960352991269725e-01 2.000000000000000111e-01
2.857526400698735980e+00 1.086825522624946389e-01 2.000000000000000111e-01
2.859078828855093679e+00 1.085692335473174147e-01 2.000000000000000111e-01
2.860630480748369120e+00 1.084560790406399466e-01 2.000000000000000111e-01
2.862181356548799460e+00 1.083430886244599739e-01 2.000000000000000111e-01
2.863731456443492362e+00 1.082302621755423383e-01 2.000000000000000111e-01
2.865280780620261147e+00 1.081175995709476589e-01 2.000000000000000111e-01
2.866829329266916915e+00 1.080051006882979947e-01 2.000000000000000111e-01
2.868377102571273873e+00 1.078927654057747071e-01 2.000000000000000111e-01
2.869924100721142235e+00 1.077805936021168226e-01 2.000000000000000111e-01
2.871470323904334876e+00 1.076685851566187846e-01 2.000000000000000111e-01
2.873015772308665561e+00 1.075567399491286075e-01 2.000000000000000111e-01
2.874560446121945834e+00 1.074450578600460587e-01 2.000000000000000111e-01
2.876104345532689344e+00 1.073335387701040838e-01 2.000000000000000111e-01
2.877647470745708702e+00 1.072221825551393642e-01 2.000000000000000111e-01
2.879189821982053310e+00 1.071109890858488178e-01 2.000000000000000111e-01
2.880731399463463571e+00 1.069999582332348265e-01 2.000000000000000111e-01
2.882272203411679445e+00 1.068890898688719115e-01 2.000000000000000111e-01
2.883812234048440892e+00 1.067783838649047912e-01 2.000000000000000111e-01
2.885351491595486983e+00 1.066678400940463955e-01 2.000000000000000111e-01
2.886889976274558567e+00 1.065574584295758270e-01 2.000000000000000111e-01
2.888427688307395158e+00 1.064472387453363617e-01 2.000000000000000111e-01
2.889964627915736717e+00 1.063371809157335757e-01 2.000000000000000111e-01
2.891500795321977790e+00 1.062272848155267901e-01 2.000000000000000111e-01
2.893036190764022741e+00 1.061175503147308158e-01 2.000000000000000111e-01
2.894570814495380784e+00 1.060079772783175389e-01 2.000000000000000111e-01
2.896104666770233926e+00 1.058985655715727753e-01 2.000000000000000111e-01
2.897637747842764178e+00 1.057893150603638338e-01 2.000000000000000111e-01
2.899170057967155323e+00 1.056802256111372823e-01 2.000000000000000111e-01
2.900701597397588483e+00 1.055712970909172543e-01 2.000000000000000111e-01
2.902232366388245666e+00 1.054625293673031317e-01 2.000000000000000111e-01
2.903762365193309769e+00 1.053539223084676985e-01 2.000000000000000111e-01
2.905291594066962801e+00 1.052454757831550458e-01 2.000000000000000111e-01
2.906820053263998727e+00 1.051371896604818140e-01 2.000000000000000111e-01
2.908347743053945944e+00 1.050290638049728859e-01 2.000000000000000111e-01
2.909874663721304433e+00 1.049210980762104450e-01 2.000000000000000111e-01
2.911400815551230981e+00 1.048132923340978351e-01 2.000000000000000111e-01
2.912926198828881930e+00 1.047056464391278585e-01 2.000000000000000111e-01
2.914450813839413623e+00 1.045981602523804038e-01 2.000000000000000111e-01
2.915974660867981960e+00 1.044908336355206413e-01 2.000000000000000111e-01
2.917497740199743284e+00 1.043836664507966638e-01 2.000000000000000111e-01
2.919020052119854380e+00 1.042766585610378355e-01 2.000000000000000111e-01
2.920541596913471150e+00 1.041698098296523767e-01 2.000000000000000111e-01
2.922062374866317924e+00 1.040631201204384182e-01 2.000000000000000111e-01
2.923582386278101186e+00 1.039565892927552526e-01 2.000000000000000111e-01
2.925101631462860841e+00 1.038502172011230712e-01 2.000000000000000111e-01
