x     y
0 0
0.0100000000000000 0.00810089943213943
0.0200000000000000 0.0156980629649869
0.0300000000000000 0.0227884508823345
0.0400000000000000 0.0293697885958407
0.0500000000000000 0.0354405704110558
0.0600000000000000 0.0410000605972032
0.0700000000000000 0.0460482917653270
0.0800000000000000 0.0505860605741590
0.0900000000000000 0.0546149207976083
0.100000000000000 0.0581371738020253
0.110000000000000 0.0611558564952330
0.120000000000000 0.0636747268226658
0.130000000000000 0.0656982468986885
0.140000000000000 0.0672315638732248
0.150000000000000 0.0682804886451065
0.160000000000000 0.0688514725439740
0.170000000000000 0.0689515821120896
0.180000000000000 0.0685884721259511
0.190000000000000 0.0677703570051244
0.200000000000000 0.0665059807621461
0.210000000000000 0.0648045856527304
0.220000000000000 0.0626758796897186
0.230000000000000 0.0601300031873462
0.240000000000000 0.0571774945043724
0.250000000000000 0.0538292551554573
0.260000000000000 0.0500965144599460
0.270000000000000 0.0459907938958697
0.280000000000000 0.0415238713245992
0.290000000000000 0.0367077452482144
0.300000000000000 0.0315545992573083
0.310000000000000 0.0260767668217201
0.320000000000000 0.0202866965706201
0.330000000000000 0.0141969182015440
0.340000000000000 0.00782000915044168
0.350000000000000 0.00116856214665662
0.360000000000000 -0.00574484623192495
0.370000000000000 -0.0129076858974662
0.380000000000000 -0.0203075023879369
0.390000000000000 -0.0279319447132866
0.400000000000000 -0.0357687918352896
0.410000000000000 -0.0438059777144959
0.420000000000000 -0.0520316148679023
0.430000000000000 -0.0604340163911641
0.440000000000000 -0.0690017164092176
0.450000000000000 -0.0777234889291276
0.460000000000000 -0.0865883650786081
0.470000000000000 -0.0955856487230866
0.480000000000000 -0.104704930463151
0.490000000000000 -0.113936100022888
0.500000000000000 -0.123269357047762
0.510000000000000 -0.132695220338366
0.520000000000000 -0.142204535553538
0.530000000000000 -0.151788481422944
0.540000000000000 -0.161438574515256
0.550000000000000 -0.171146672613490
0.560000000000000 -0.180904976753952
0.570000000000000 -0.190706031989406
0.580000000000000 -0.200542726940812
0.590000000000000 -0.210408292204921
0.600000000000000 -0.220296297687534
0.610000000000000 -0.230200648934076
0.620000000000000 -0.240115582530445
0.630000000000000 -0.250035660647900
