2.000000e-01 1.000000e-01 1.283485e-01
2.000000e-01 2.000000e-01 8.404082e-02
2.000000e-01 3.000000e-01 5.689011e-02
2.000000e-01 4.000000e-01 4.000000e-02
2.000000e-01 5.000000e-01 2.917961e-02
2.000000e-01 6.000000e-01 2.200223e-02
2.000000e-01 7.000000e-01 1.707266e-02
2.000000e-01 8.000000e-01 1.357578e-02
2.000000e-01 9.000000e-01 1.102239e-02
2.000000e-01     1 9.109770e-03
2.000000e-01 1.100000e+00 7.644741e-03
2.000000e-01 1.200000e+00 6.500366e-03
2.000000e-01 1.300000e+00 5.590958e-03
2.000000e-01 1.400000e+00 4.857232e-03
2.000000e-01 1.500000e+00 4.257247e-03
2.000000e-01 1.600000e+00 3.760728e-03
2.000000e-01 1.700000e+00 3.345417e-03
2.000000e-01 1.800000e+00 2.994683e-03
2.000000e-01 1.900000e+00 2.695908e-03
2.000000e-01     2 2.439387e-03
2.000000e-01 2.100000e+00 2.217567e-03
2.000000e-01 2.200000e+00 2.024499e-03
2.000000e-01 2.300000e+00 1.855447e-03
2.000000e-01 2.400000e+00 1.706609e-03
2.000000e-01 2.500000e+00 1.574901e-03
2.000000e-01 2.600000e+00 1.457803e-03
2.000000e-01 2.700000e+00 1.353242e-03
2.000000e-01 2.800000e+00 1.259496e-03
2.000000e-01 2.900000e+00 1.175129e-03
2.000000e-01 3.000000e+00 1.098934e-03
2.000000e-01 3.100000e+00 1.029893e-03
2.000000e-01 3.200000e+00 9.671406e-04
2.000000e-01 3.300000e+00 9.099369e-04
2.000000e-01 3.400000e+00 8.576487e-04
2.000000e-01 3.500000e+00 8.097299e-04
2.000000e-01 3.600000e+00 7.657080e-04
2.000000e-01 3.700000e+00 7.251727e-04
2.000000e-01 3.800000e+00 6.877660e-04
2.000000e-01 3.900000e+00 6.531748e-04
2.000000e-01     4 6.211240e-04
2.000000e-01 4.100000e+00 5.913712e-04
2.000000e-01 4.200000e+00 5.637023e-04
2.000000e-01 4.300000e+00 5.379275e-04
2.000000e-01 4.400000e+00 5.138780e-04
2.000000e-01 4.500000e+00 4.914035e-04
2.000000e-01 4.600000e+00 4.703695e-04
2.000000e-01 4.700000e+00 4.506557e-04
2.000000e-01 4.800000e+00 4.321541e-04
2.000000e-01 4.900000e+00 4.147674e-04
2.000000e-01     5 3.984080e-04
2.000000e-01 5.100000e+00 3.829964e-04
