1.000000e-01 1.000000e-02   -50
1.000000e-01 1.100000e-01   -50
1.000000e-01 2.100000e-01   -50
1.000000e-01 3.100000e-01   -50
1.000000e-01 4.100000e-01   -50
1.000000e-01 5.100000e-01   -50
1.000000e-01 6.100000e-01   -50
1.000000e-01 7.100000e-01   -50
1.000000e-01 8.100000e-01   -50
1.000000e-01 9.100000e-01   -50
1.000000e-01 1.010000e+00   -50
1.000000e-01 1.110000e+00   -50
1.000000e-01 1.210000e+00   -50
1.000000e-01 1.310000e+00   -50
1.000000e-01 1.410000e+00   -50
1.000000e-01 1.510000e+00   -50
1.000000e-01 1.610000e+00   -50
1.000000e-01 1.710000e+00   -50
1.000000e-01 1.810000e+00   -50
1.000000e-01 1.910000e+00   -50
1.000000e-01 2.010000e+00   -50
1.000000e-01 2.110000e+00   -50
1.000000e-01 2.210000e+00   -50
1.000000e-01 2.310000e+00   -50
1.000000e-01 2.410000e+00   -50
1.000000e-01 2.510000e+00   -50
1.000000e-01 2.610000e+00   -50
1.000000e-01 2.710000e+00   -50
1.000000e-01 2.810000e+00   -50
1.000000e-01 2.910000e+00   -50
1.000000e-01 3.010000e+00   -50
1.000000e-01 3.110000e+00   -50
1.000000e-01 3.210000e+00   -50
1.000000e-01 3.310000e+00   -50
1.000000e-01 3.410000e+00   -50
1.000000e-01 3.510000e+00   -50
1.000000e-01 3.610000e+00   -50
1.000000e-01 3.710000e+00   -50
1.000000e-01 3.810000e+00   -50
1.000000e-01 3.910000e+00   -50
1.000000e-01 4.010000e+00   -50
1.000000e-01 4.110000e+00   -50
1.000000e-01 4.210000e+00   -50
1.000000e-01 4.310000e+00   -50
1.000000e-01 4.410000e+00   -50
1.000000e-01 4.510000e+00   -50
1.000000e-01 4.610000e+00   -50
1.000000e-01 4.710000e+00   -50
1.000000e-01 4.810000e+00   -50
1.000000e-01 4.910000e+00   -50
1.000000e-01 5.010000e+00   -50
1.000000e-01 5.110000e+00 2.167310e-01
